id,user_id,user_nickname,date_taken,date_uploaded,title,longitude,latitude,accuracy_coordinates,page_url,video_url
78351857,71606984@N00,Yelp.com,2011-03-29 20:44:14,1301545743,Yelp+Elite+Event+%40+WAYLA+bar,-79.339416,43.661228,15.0,http://www.flickr.com/photos/71606984@N00/5576220656/,http://farm6.staticflickr.com/5190/5576220656_4b8229e0d9.jpg
83792092,38496038@N00,diplomatico,2008-02-09 17:51:49,1202453014,INight+snowfall7,-79.40153000000002,43.66933,15.0,http://www.flickr.com/photos/38496038@N00/2250264618/,http://farm3.staticflickr.com/2404/2250264618_d7c8cafd3d.jpg
88167184,35322156@N00,Andrew+E+Davies,2011-01-08 15:19:33,1304230942,TS_Jane_0455,-79.375287,43.649048,16.0,http://www.flickr.com/photos/35322156@N00/5674417579/,http://farm6.staticflickr.com/5304/5674417579_c3a8cc9b48.jpg
74107281,58253164@N00,adamrnorman,2009-08-14 18:45:50,1250789855,IMG_0481,-79.51518,43.706166,13.0,http://www.flickr.com/photos/58253164@N00/3839721327/,http://farm3.staticflickr.com/2525/3839721327_9ab06bdc3c.jpg
85338876,14125170@N02,jazzijava,2010-08-14 14:35:08,1281929031,Nom%21,-79.362876,43.686794,15.0,http://www.flickr.com/photos/14125170@N02/4896612454/,http://farm5.staticflickr.com/4094/4896612454_23bb3e11ed.jpg
68705198,9911655@N08,wyliepoon,2010-06-17 17:52:36,1276839069,IMG_0747,-79.381091,43.646285,16.0,http://www.flickr.com/photos/9911655@N08/4711199428/,http://farm2.staticflickr.com/1289/4711199428_991ed8ca74.jpg
90398918,7616875@N04,daniel_dimarco,2012-03-22 17:05:22,1332479188,FOD_2012_0428_filtered,-79.39479399999998,43.663628,16.0,http://www.flickr.com/photos/7616875@N04/6861569422/,http://farm8.staticflickr.com/7259/6861569422_91b7e131a1.jpg
82393511,51035555243@N01,Thomas+Hawk,2010-08-06 03:59:58,1284428575,As+Long+As+I+Can+See+the+Light,-79.61205,43.681727,16.0,http://www.flickr.com/photos/51035555243@N01/4988760566/,http://farm5.staticflickr.com/4091/4988760566_57862a6b5f.jpg
93580882,30624156@N00,Loozrboy,2008-10-04 23:11:00,1224998424,Maple+Leaf+Gardens,-79.380061,43.662081,15.0,http://www.flickr.com/photos/30624156@N00/2973842860/,http://farm4.staticflickr.com/3142/2973842860_4c02fa519d.jpg
68408428,7616875@N04,daniel_dimarco,2008-09-29 22:55:56,1222834760,kinglear_390_filtered,-79.394717,43.66347800000001,16.0,http://www.flickr.com/photos/7616875@N04/2904026300/,http://farm4.staticflickr.com/3002/2904026300_846f81d745.jpg
62253165,11241023@N03,Rwanda+Lin+%E6%9E%97%E9%83%81%E6%96%87+%E5%8F%B0%E7%81%A3%E9%87%8E%E7%99%BE%E5%90%88,2007-05-06 11:49:14,1186780597,070506+High+Park++38.JPG,-79.46239399999997,43.644181,13.0,http://www.flickr.com/photos/11241023@N03/1075360688/,http://farm2.staticflickr.com/1311/1075360688_1c41905122.jpg
91525349,48889073020@N01,Onion,2006-08-30 21:26:55,1157924518,Swinging+Round+%26+Round,-79.415155,43.633295,16.0,http://www.flickr.com/photos/48889073020@N01/239682154/,http://farm1.staticflickr.com/81/239682154_2cc40b2565.jpg
4008135,80988556@N00,Ryan+Coleman,2007-03-21 07:50:24,1174483387,DSC07521,-79.452352,43.637418,15.0,http://www.flickr.com/photos/80988556@N00/429256202/,http://farm1.staticflickr.com/168/429256202_158b5b8721.jpg
64917501,7616875@N04,daniel_dimarco,2009-11-26 23:17:02,1259638872,westsidestory_1406_filtered,-79.377647,43.664764,15.0,http://www.flickr.com/photos/7616875@N04/4149312598/,http://farm3.staticflickr.com/2795/4149312598_beaf0ff005.jpg
81480662,97171555@N00,False+Positives,2009-12-15 15:24:47,1260912971,Mjolk+in+the+Junction,-79.46781899999998,43.665481,13.0,http://www.flickr.com/photos/97171555@N00/4188759506/,http://farm3.staticflickr.com/2774/4188759506_c335370bde.jpg
71334674,36622022@N02,iwasaround,2010-06-26 14:05:07,1277778459,DSC_9573,-79.391627,43.6616,13.0,http://www.flickr.com/photos/36622022@N02/4744033059/,http://farm5.staticflickr.com/4095/4744033059_0134dbe6e9.jpg
83776687,49594238@N05,FABOO1918,2011-01-27 14:22:34,1296171524,pics+%40+the+local+park,-79.449884,43.672085,16.0,http://www.flickr.com/photos/49594238@N05/5394354434/,http://farm6.staticflickr.com/5136/5394354434_0d84faa9c4.jpg
95925585,55289779@N00,booledozer,2013-10-09 13:06:28,1381435044,From+the+courtyard+between+Eaton%27s+College+and+the+Aura+building+on+Gerrard%2C+2013+10+09++%2816%29,-79.36563699999998,43.649708,16.0,http://www.flickr.com/photos/55289779@N00/10194719915/,http://farm4.staticflickr.com/3804/10194719915_e2e0cfa743.jpg
71454816,7616875@N04,daniel_dimarco,2011-07-18 21:53:47,1311056711,lysistrata_-396_filtered,-79.394524,43.666168,16.0,http://www.flickr.com/photos/7616875@N04/5953658786/,http://farm7.staticflickr.com/6143/5953658786_61ee3c65f2.jpg
88455469,93645046@N00,David+Topping,2006-07-17 19:17:51,1154333574,DSC_9692,-79.41508,43.684042,16.0,http://www.flickr.com/photos/93645046@N00/202650332/,http://farm1.staticflickr.com/63/202650332_d7c4935f27.jpg
79368425,91387326@N00,postbear,2007-08-30 09:31:30,1195168187,brickworks,-79.366478,43.683918,14.0,http://www.flickr.com/photos/91387326@N00/2036085166/,http://farm3.staticflickr.com/2186/2036085166_d7d3f45d7c.jpg
96783140,55289779@N00,booledozer,2013-04-27 12:41:01,1367129283,%27L%27+building+construction%2C+2013+04+27+-b.JPG,-79.35625300000002,43.647072,16.0,http://www.flickr.com/photos/55289779@N00/8687281147/,http://farm8.staticflickr.com/7050/8687281147_e9e893a07e.jpg
91699520,9911655@N08,wyliepoon,2008-10-05 08:23:54,1223233955,IMG_2436,-79.378988,43.64814000000001,15.0,http://www.flickr.com/photos/9911655@N08/2916134718/,http://farm4.staticflickr.com/3025/2916134718_2d2ae85280.jpg
62126144,85598619@N00,RightIndex,2009-01-01 11:51:11,1167792238,swan,-79.46151400000002,43.643901,14.0,http://www.flickr.com/photos/85598619@N00/343418344/,http://farm1.staticflickr.com/138/343418344_bb46aa5aa4.jpg
72149357,11241023@N03,Rwanda+Lin+%E6%9E%97%E9%83%81%E6%96%87+%E5%8F%B0%E7%81%A3%E9%87%8E%E7%99%BE%E5%90%88,2007-04-28 10:13:43,1186783782,070428+University+of+Toronto++05.JPG,-79.391326,43.661522,14.0,http://www.flickr.com/photos/11241023@N03/1075735974/,http://farm2.staticflickr.com/1421/1075735974_b78d3ad4c6.jpg
70490761,66762373@N04,giltay,2013-03-13 20:30:30,1363228240,Decanter+1,-79.32684300000003,43.691238,8.0,http://www.flickr.com/photos/66762373@N04/8555435401/,http://farm9.staticflickr.com/8232/8555435401_b342c089e3.jpg
87397867,49502994427@N01,gordasm,2011-05-08 15:15:07,1305461241,Brick+works,-79.366334,43.683666,16.0,http://www.flickr.com/photos/49502994427@N01/5721593589/,http://farm3.staticflickr.com/2400/5721593589_c1a72f89c2.jpg
30915031,35034355962@N01,Jennie+Faber,2013-03-02 19:26:51,1362271167,Cantinas+Mexicana+underway%21,-79.41216700000003,43.644999,16.0,http://www.flickr.com/photos/35034355962@N01/8522023081/,http://farm9.staticflickr.com/8365/8522023081_a5ca52202b.jpg
81365903,23775118@N06,theharv58,2012-05-12 13:34:47,1336917278,its+my+kingdom+too,-79.329872,43.627377,11.0,http://www.flickr.com/photos/23775118@N06/7188414086/,http://farm6.staticflickr.com/5445/7188414086_44dfd502dd.jpg
69101300,55289779@N00,booledozer,2013-09-13 12:47:35,1379601632,Inside+the+National+Hotel%2C+C%2C+2013+09+13+%2818%29,-79.363578,43.653077,16.0,http://www.flickr.com/photos/55289779@N00/9819331134/,http://farm4.staticflickr.com/3742/9819331134_ba980e5cea.jpg
77875167,52078443@N06,KajiKingStarzky,2011-10-22 12:30:59,1319407252,Zombie+Hood+5,-79.41432900000002,43.648381,16.0,http://www.flickr.com/photos/52078443@N06/6274330188/,http://farm7.staticflickr.com/6110/6274330188_12f3030418.jpg
82986250,80988556@N00,Ryan+Coleman,2007-11-23 07:57:27,1195830628,Walktowork_112307-7,-79.451494,43.636975,14.0,http://www.flickr.com/photos/80988556@N00/2056668891/,http://farm3.staticflickr.com/2007/2056668891_c7cdc4002a.jpg
94814203,37804979@N00,ahisgett,2012-09-04 12:08:53,1347316946,Museum+Station+Toronto,-79.393495,43.666651,16.0,http://www.flickr.com/photos/37804979@N00/7974341153/,http://farm9.staticflickr.com/8173/7974341153_56ca5d6db9.jpg
74661508,7616875@N04,daniel_dimarco,2012-03-21 19:33:57,1332393308,FOD_2012_0148_filtered,-79.39479399999998,43.663628,16.0,http://www.flickr.com/photos/7616875@N04/7004984125/,http://farm8.staticflickr.com/7086/7004984125_142bab2e50.jpg
62297723,7910884@N08,fronx,2013-06-23 16:48:38,1372029586,don+river,-79.41359,43.6433,16.0,http://www.flickr.com/photos/7910884@N08/9121853976/,http://farm6.staticflickr.com/5450/9121853976_795853d564.jpg
68077125,9911655@N08,wyliepoon,2009-03-03 11:28:45,1236194059,IMG_6521,-79.621524,43.682273,12.0,http://www.flickr.com/photos/9911655@N08/3329147184/,http://farm4.staticflickr.com/3537/3329147184_0006daf3a0.jpg
62702389,69349066@N00,Royal+Olive,2011-10-24 20:51:33,1319503893,Camilo16,-79.377191,43.64885,16.0,http://www.flickr.com/photos/69349066@N00/6278057375/,http://farm7.staticflickr.com/6031/6278057375_125ebc4112.jpg
78845350,21424326@N00,Jared+Zimmerman,2011-07-28 10:53:29,1311875609,The+room+dividers+diffuse+and+refract+the+light+so+everything+looks+like+van+gough,-79.369113,43.651349,16.0,http://www.flickr.com/photos/21424326@N00/5985320130/,http://farm7.staticflickr.com/6026/5985320130_9f03fb9499.jpg
8523431,66762373@N04,giltay,2013-08-20 14:21:53,1377230361,Thistle+down,-79.368549,43.681658,16.0,http://www.flickr.com/photos/66762373@N04/9575067748/,http://farm6.staticflickr.com/5445/9575067748_a4e906d459.jpg
69370074,84987970@N00,Sweet+One,2008-06-01 00:57:07,1212543848,IMG_0432,-79.383516,43.663261,15.0,http://www.flickr.com/photos/84987970@N00/2550038246/,http://farm4.staticflickr.com/3275/2550038246_c1907e0281.jpg
63061895,19164883@N04,robclark.atsmg,2008-08-25 13:31:22,1219894304,Patriotic%2C+eh,-79.41029499999998,43.634863,13.0,http://www.flickr.com/photos/19164883@N04/2804297317/,http://farm4.staticflickr.com/3253/2804297317_1be2e79bd1.jpg
49834584,48784629@N00,compscigrad,2011-04-15 20:30:26,1303222760,Charlie+Sheen+Toronto+-+293,-79.378902,43.653947,16.0,http://www.flickr.com/photos/48784629@N00/5634301403/,http://farm6.staticflickr.com/5266/5634301403_bd5b301fdf.jpg
47163516,59340391@N02,Beads+for+Beds,2011-05-08 01:50:22,1305235357,Tonight+is+for+the+Children+Vol+II,-79.39999300000002,43.657512,16.0,http://www.flickr.com/photos/59340391@N02/5713787141/,http://farm4.staticflickr.com/3228/5713787141_87f5cd8b01.jpg
61267774,48784629@N00,compscigrad,2009-11-24 19:19:34,1266890586,Pacers+vs+Raps+-+51,-79.37912800000002,43.643121,16.0,http://www.flickr.com/photos/48784629@N00/4380211255/,http://farm5.staticflickr.com/4006/4380211255_3cfe5337d5.jpg
75102191,55289779@N00,booledozer,2013-10-05 16:07:53,1381155219,Keating+Channel%2C+from+the+Cherry+Street+Bridge%2C+2013+10+05+%284%29,-79.354075,43.645872,16.0,http://www.flickr.com/photos/55289779@N00/10138273446/,http://farm6.staticflickr.com/5511/10138273446_6c07222416.jpg
80414363,20741443@N00,Ian+Muttoo,2009-09-06 17:59:22,1252725982,ROM,-79.394878,43.667863,15.0,http://www.flickr.com/photos/20741443@N00/3911535596/,http://farm3.staticflickr.com/2507/3911535596_7a17fcb8d1.jpg
93697224,47868018@N00,Anrky,2010-09-18 22:26:55,1285558216,Roger+Waters%3A+The+Wall+-+3223,-79.379015,43.643459,15.0,http://www.flickr.com/photos/47868018@N00/5028677954/,http://farm5.staticflickr.com/4111/5028677954_5398a52540.jpg
14973239,41894172356@N01,rae,2005-04-09 01:04:17,1113033315,Games+collecction+in+Hrach%27s+basement,-79.299257,43.753628000000006,16.0,http://www.flickr.com/photos/41894172356@N01/8866490/,http://farm1.staticflickr.com/4/8866490_5c82ad008f.jpg
73018561,46769540@N00,alexindigo,2008-10-04 11:00:09,1224672905,,-79.39958100000003,43.660449,16.0,http://www.flickr.com/photos/46769540@N00/2963382225/,http://farm4.staticflickr.com/3006/2963382225_214cf8a2be.jpg
94975349,23432159@N03,Gangles87,2009-08-14 23:28:31,1250389227,Active+Surplus,-79.40106800000002,43.648031,14.0,http://www.flickr.com/photos/23432159@N03/3825161566/,http://farm4.staticflickr.com/3482/3825161566_226a1bc5a8.jpg
92860864,20741443@N00,Ian+Muttoo,2007-02-04 11:54:06,1170735848,Elgin+%26+Winter+Garden+Theatre+Sign%2C+Toronto,-79.379246,43.653143,16.0,http://www.flickr.com/photos/20741443@N00/381367048/,http://farm1.staticflickr.com/173/381367048_7e7352afbc.jpg
477479,34211328@N00,Paul+Henman,2009-07-10 14:47:09,1247610043,A+sudden+stop,-79.414695,43.631861,16.0,http://www.flickr.com/photos/34211328@N00/3721215763/,http://farm3.staticflickr.com/2319/3721215763_34eecabd63.jpg
67325865,34962573@N00,Canadian+Veggie,2009-06-26 14:22:45,1246860895,Don%27t+Eat+Me,-79.360513,43.649273,15.0,http://www.flickr.com/photos/34962573@N00/3692635263/,http://farm3.staticflickr.com/2611/3692635263_2fefdbac84.jpg
61829996,31911001@N00,rhyndman,2009-04-05 15:11:41,1239133345,meshU9+Photos,-79.38839200000002,43.660273,16.0,http://www.flickr.com/photos/31911001@N00/3422179808/,http://farm4.staticflickr.com/3413/3422179808_9ff7c58e46.jpg
85294156,21328883@N08,Tramidepain,2012-08-13 01:51:14,1349199356,Canadian+Trip+-+Downtown+Toronto+%28%2B1+in+comment%29,-79.39074000000002,43.660638,15.0,http://www.flickr.com/photos/21328883@N08/8047787868/,http://farm9.staticflickr.com/8038/8047787868_9995d7b24f.jpg
98602591,7336367@N02,thekenyeung,2010-06-28 18:02:47,1278025514,KloutUp+in+Toronto,-79.426903,43.64314,14.0,http://www.flickr.com/photos/7336367@N02/4752862461/,http://farm5.staticflickr.com/4101/4752862461_ee891c5053.jpg
84805304,17016583@N00,mars_discovery_district,2009-02-18 18:00:45,1236117626,Charles+Taylor,-79.389524,43.657634,12.0,http://www.flickr.com/photos/17016583@N00/3326957508/,http://farm4.staticflickr.com/3009/3326957508_56c6efd439.jpg
76109321,39587684@N00,Lord+of+the+Wings%C2%A9,2011-02-19 14:27:45,1298194189,DSC_0336,-79.38645600000002,43.644018,15.0,http://www.flickr.com/photos/39587684@N00/5461081492/,http://farm6.staticflickr.com/5017/5461081492_c9c3d26915.jpg
69445902,75973921@N00,Lone+Primate,1999-02-21 20:44:39,1138412679,Old+bridge+supports%2C+east+side+of+the+Humber%2C+1999%2C+%232,-79.514622,43.697339,16.0,http://www.flickr.com/photos/75973921@N00/91969663/,http://farm1.staticflickr.com/35/91969663_cdbe7014a8.jpg
83210033,13907834@N00,MSVG,2012-02-20 12:17:13,1330822764,Volvo+C30+Race+Car-+CIAS+2012,-79.386756,43.644025,15.0,http://www.flickr.com/photos/13907834@N00/6950576047/,http://farm8.staticflickr.com/7042/6950576047_48f0c474e8.jpg
64968211,23987663@N00,Donnay,2012-05-06 11:00:25,1336316425,%C2%A1Felize+Cinco+de+Mayo%21,-79.375156,43.654797,16.0,http://www.flickr.com/photos/23987663@N00/7148648539/,http://farm8.staticflickr.com/7207/7148648539_01721dc057.jpg
61806300,93352468@N00,hynkle,2008-06-29 14:59:00,1217478438,4261,-79.383291,43.662027,16.0,http://www.flickr.com/photos/93352468@N00/2719027802/,http://farm4.staticflickr.com/3292/2719027802_d668d045f2.jpg
87959711,55289779@N00,booledozer,2013-10-03 17:39:59,1380873758,Reconstruction+of+Union+TTC+Station%2C+corner+of+York+and+Front%2C+2013+10+03+%284%29,-79.382389,43.645255,16.0,http://www.flickr.com/photos/55289779@N00/10081335053/,http://farm4.staticflickr.com/3685/10081335053_3538b851da.jpg
60496290,31911001@N00,rhyndman,2007-05-30 23:24:19,1180664761,DSC_7386,-79.38839200000002,43.660273,16.0,http://www.flickr.com/photos/31911001@N00/524256763/,http://farm1.staticflickr.com/227/524256763_4fef8a5c9e.jpg
23895982,22131083@N08,Kimb0lene,2010-02-26 21:17:05,1267237246,Road.++iPhone+3GS+%2F+DXP+%2F+FocalLab+%2F+Best+Camera,-79.378055,43.649138,16.0,http://www.flickr.com/photos/22131083@N08/4391364230/,http://farm5.staticflickr.com/4042/4391364230_06dc098dbe.jpg
85253171,34211328@N00,Paul+Henman,2010-10-30 10:55:29,1289189161,Passing+through+security,-79.323778,43.635012,14.0,http://www.flickr.com/photos/34211328@N00/5156529623/,http://farm2.staticflickr.com/1351/5156529623_bba48e603e.jpg
41748070,10627620@N06,R.+Flores,2012-02-28 15:28:36,1330470496,YRT1031_20120228_IMG_1040,-79.41626,43.782651,16.0,http://www.flickr.com/photos/10627620@N06/6939547019/,http://farm8.staticflickr.com/7177/6939547019_0ffd819516.jpg
32832850,36498735@N06,PartyNoParty,2006-08-18 17:58:41,1296441381,bicycle+art,-79.433898,43.714542,8.0,http://www.flickr.com/photos/36498735@N06/5403375002/,http://farm6.staticflickr.com/5177/5403375002_fd18541e01.jpg
31807535,12316147@N05,lam_chihang,2012-01-04 10:51:45,1326428839,2012_01_04_IMG_4654,-79.41136800000002,43.651447,14.0,http://www.flickr.com/photos/12316147@N05/6688015345/,http://farm8.staticflickr.com/7008/6688015345_6588619a83.jpg
86600946,7616875@N04,daniel_dimarco,2012-03-01 20:53:10,1330665682,nightoftheiguana,-79.39479399999998,43.663628,16.0,http://www.flickr.com/photos/7616875@N04/6945632459/,http://farm8.staticflickr.com/7201/6945632459_5f1c05bcd0.jpg
41205368,49075539@N06,nouspique,2010-07-22 08:54:39,1285102595,Bicycle+posts,-79.389715,43.66694,15.0,http://www.flickr.com/photos/49075539@N06/5012950138/,http://farm5.staticflickr.com/4149/5012950138_9e496d8ca5.jpg
18814647,72778314@N00,canadapost,2006-11-24 23:41:18,1152192112,hot+dogs+and+sausages,-79.379793,43.652414,16.0,http://www.flickr.com/photos/72778314@N00/183297193/,http://farm1.staticflickr.com/71/183297193_7383bc8fc1.jpg
82513449,75511860@N00,Tania+Liu,2010-01-17 14:50:32,1264046331,MP+Olivia+Chow+Open+House+%26+Art+Show,-79.401422,43.652922,16.0,http://www.flickr.com/photos/75511860@N00/4291617067/,http://farm5.staticflickr.com/4034/4291617067_73387aea41.jpg
85008872,12693966@N07,fabfotophotography,2012-04-12 01:45:15,1334304363,Loblaws+Maple+Leaf+Gardens+-+April+12%2C+2012-14,-79.37988399999998,43.662043,16.0,http://www.flickr.com/photos/12693966@N07/6927017166/,http://farm6.staticflickr.com/5239/6927017166_8cbdde652e.jpg
72722636,69754982@N05,Hobolens,2012-02-04 14:15:30,1328382353,Toronto%2C+Ontario%2C+Canada.,-79.50805600000002,43.786958,6.0,http://www.flickr.com/photos/69754982@N05/6818300755/,http://farm8.staticflickr.com/7165/6818300755_a6cb88dded.jpg
87983513,12544530@N06,nruest,2010-07-17 17:23:42,1279448663,DSC_0359,-79.188873,43.825107,15.0,http://www.flickr.com/photos/12544530@N06/4803893479/,http://farm5.staticflickr.com/4093/4803893479_93ae87bb5d.jpg
90634902,91387326@N00,postbear,2010-12-16 16:00:41,1292535399,mutants,-79.366248,43.66344,16.0,http://www.flickr.com/photos/91387326@N00/5267258358/,http://farm6.staticflickr.com/5208/5267258358_530de1acd6.jpg
91432201,47442454@N02,Victor+Lewicki,2011-04-01 07:24:38,1301668727,,-79.4374,43.8186,16.0,http://www.flickr.com/videos/47442454@N02/5579192673/,http://www.flickr.com/videos/47442454@N02/5579192673/play/orig/272dc274a2
